customer_id,age,income,tenure_days,avg_spend,purchase_frequency,total_transactions,true_propensity,treatment,true_uplift,baseline_spend,outcome
3813,46,70000.0,23,18.96,5.0,6,0.3733,0,95,383.24,397.37
3814,51,120000.0,211,33.81,0.853,6,0.7203,1,35,116.58,142.39
3815,75,73100.0,555,13.71,0.595,11,0.5548,1,55,27.45,79.96
3816,43,61200.0,135,4.23,1.778,8,0.3554,0,95,21.05,29.78
3817,54,44100.0,494,20.72,0.668,11,0.3614,1,55,42.66,90.22
3818,58,97700.0,2,29.47,5.0,1,0.5342,1,95,590.36,684.65
3819,82,46100.0,160,7.99,0.562,3,0.2818,0,95,22.18,28.75
3820,50,73000.0,1100,20.33,0.791,29,0.7102,1,55,61.59,108.37
3821,71,58300.0,276,26.4,0.543,5,0.3796,0,55,63.99,61.63
3822,76,65200.0,225,14.39,0.533,4,0.4049,1,55,29.76,81.23
3823,54,34900.0,855,15.74,0.737,21,0.4143,1,55,45.72,110.36
3824,51,92400.0,106,26.4,0.283,1,0.534,1,95,18.38,129.06
3825,49,58000.0,29,11.56,4.138,4,0.3087,0,95,187.79,176.79
3826,51,38700.0,396,12.99,0.455,6,0.3049,1,55,31.01,86.78
3827,70,94300.0,512,15.69,0.762,13,0.6656,0,55,59.0,53.76
3828,59,55200.0,318,17.46,0.755,8,0.374,0,55,51.21,51.52
3829,59,72800.0,122,16.97,0.738,3,0.4192,1,95,57.03,169.7
3830,36,78900.0,346,22.87,1.04,12,0.5257,0,55,106.45,110.25
3831,39,71800.0,372,23.94,0.403,5,0.4901,0,55,31.09,25.46
3832,90,30000.0,219,21.44,0.959,7,0.2212,0,55,84.78,71.1
3833,52,79000.0,34,33.51,0.882,1,0.4297,1,95,119.75,224.74
3834,42,60300.0,828,20.08,0.688,19,0.561,1,55,63.86,114.27
3835,79,62900.0,1058,17.85,0.624,22,0.6446,0,55,37.87,30.11
3836,60,63700.0,956,17.68,0.722,23,0.6197,0,55,53.59,56.63
3837,65,33200.0,345,10.16,0.609,7,0.2645,0,55,22.68,28.47
3838,53,68600.0,88,22.53,2.386,7,0.3842,0,95,218.43,214.74
3839,50,35300.0,306,12.82,0.784,8,0.2651,0,55,49.97,40.52
3840,52,58400.0,107,21.35,1.121,4,0.332,0,95,107.55,121.24
3841,31,63500.0,446,14.86,0.538,8,0.4622,0,55,41.82,48.66
3842,54,87400.0,114,20.78,1.316,5,0.5058,1,95,101.46,206.34
3843,60,48800.0,588,19.48,1.02,20,0.4167,0,55,75.69,72.13
3844,86,101700.0,124,24.63,1.452,6,0.5956,1,75,151.1,217.81
3845,56,85100.0,99,13.16,0.303,1,0.487,1,95,20.79,110.46
3846,18,48600.0,209,17.21,0.574,4,0.3072,1,55,37.41,77.18
3847,53,41300.0,321,12.19,0.748,8,0.2987,0,55,29.14,25.8
3848,90,41700.0,906,22.16,0.695,21,0.4712,1,55,30.35,78.6
3849,70,73700.0,116,25.91,2.586,10,0.4228,1,95,255.26,349.48
3850,41,46700.0,879,5.59,0.717,21,0.4935,0,55,13.59,14.08
3851,65,92200.0,451,27.84,0.732,11,0.6366,0,55,79.19,80.1
3852,42,48100.0,383,19.16,0.627,8,0.3523,0,55,51.34,45.49
3853,32,41500.0,627,8.8,0.766,16,0.3852,0,55,31.78,19.89
3854,49,68700.0,117,24.7,1.795,7,0.3933,0,95,195.42,181.0
3855,57,51000.0,167,11.25,0.898,5,0.3086,1,95,34.25,131.21
3856,23,58800.0,9,24.55,3.333,1,0.3076,1,95,311.69,408.04
3857,35,81700.0,523,19.02,0.574,10,0.5968,0,55,36.24,22.32
3858,55,67500.0,41,12.53,3.659,5,0.3642,0,95,196.8,211.07
3859,48,66100.0,757,30.52,0.713,18,0.5743,0,55,87.15,95.49
3860,62,70700.0,342,12.87,0.702,8,0.474,0,55,44.24,34.02
3861,34,30000.0,569,10.47,0.369,7,0.3052,0,55,10.95,13.61
3862,67,75600.0,222,18.29,0.676,5,0.4669,0,55,45.44,44.08
3863,35,64400.0,409,17.38,0.66,9,0.4562,0,55,32.17,34.81
3864,83,89400.0,1,26.9,5.0,1,0.4829,1,95,535.35,632.07
3865,26,71900.0,20,21.07,4.5,3,0.3834,1,95,379.35,481.06
3866,36,57000.0,420,23.57,0.643,9,0.4149,1,55,67.56,137.35
3867,62,88100.0,362,25.07,1.243,15,0.5864,0,55,129.14,132.13
3868,83,64500.0,274,11.31,1.204,11,0.4155,1,55,70.37,130.7
3869,60,71200.0,901,23.43,0.666,20,0.6466,0,55,61.19,75.84
3870,65,60500.0,63,20.24,2.857,6,0.3313,1,95,233.24,322.86
3871,55,74700.0,450,18.08,1.067,16,0.5322,1,55,77.04,122.71
3872,38,53700.0,237,28.42,0.506,4,0.3423,0,55,51.96,58.68
3873,47,98000.0,525,27.74,0.571,10,0.689,1,55,66.64,109.41
3874,34,103200.0,291,30.19,0.103,1,0.653,1,35,10.23,37.16
3875,33,79000.0,491,26.73,0.794,13,0.5709,0,55,98.2,113.25
3876,62,98800.0,211,22.72,0.284,2,0.6045,0,55,19.49,2.32
3877,36,30000.0,291,17.67,0.928,9,0.2371,1,55,62.87,120.9
3878,60,36200.0,458,17.01,0.655,10,0.3082,0,55,34.62,20.19
3879,33,53800.0,104,15.28,0.288,1,0.3066,0,95,20.31,24.41
3880,60,66900.0,266,13.93,0.564,5,0.4275,1,55,20.81,94.13
3881,47,59200.0,718,19.0,0.585,14,0.5203,0,55,44.4,34.27
3882,79,35300.0,309,18.23,0.583,6,0.2658,0,55,33.16,12.13
3883,61,90400.0,31,23.64,0.968,1,0.4984,1,95,83.67,182.23
3884,76,114400.0,128,26.25,0.703,3,0.6692,0,75,67.7,61.42
3885,42,89300.0,944,23.53,0.763,24,0.7508,1,55,77.65,130.81
3886,56,88000.0,137,21.77,0.219,1,0.5166,1,95,18.31,116.96
3887,38,66300.0,331,27.69,1.088,12,0.4438,1,55,119.52,180.15
3888,48,45900.0,473,18.24,0.698,11,0.3656,1,55,55.43,116.15
3889,51,65700.0,449,17.42,1.069,16,0.4766,1,55,69.21,123.93
3890,43,106800.0,518,16.98,0.811,14,0.7317,0,35,39.36,43.71
3891,34,53400.0,388,17.02,0.773,10,0.3841,1,55,43.83,96.95
3892,31,50600.0,239,14.71,0.628,5,0.3259,0,55,34.66,31.37
3893,18,80900.0,10,19.07,5.0,2,0.4338,0,95,381.01,380.85
3894,37,86000.0,289,27.61,0.727,7,0.5514,0,55,84.76,90.53
3895,66,49400.0,224,17.81,1.071,8,0.3154,0,55,75.14,68.67
3896,28,54100.0,198,9.7,1.515,10,0.3337,0,55,66.92,69.07
3897,32,49900.0,405,20.58,0.593,8,0.3688,1,55,51.71,102.12
3898,85,72500.0,100,12.96,1.2,4,0.4107,1,95,50.94,138.58
3899,44,86000.0,68,26.37,1.324,3,0.4828,0,95,119.28,129.79
3900,60,49100.0,241,14.99,0.871,7,0.3184,0,55,44.17,47.88
3901,66,90100.0,146,23.95,0.411,2,0.5323,0,95,40.48,44.28
3902,66,69300.0,311,20.27,0.675,7,0.4559,0,55,57.7,48.24
3903,29,108700.0,295,25.56,0.61,6,0.684,1,35,61.52,94.06
3904,51,70900.0,313,21.68,0.575,6,0.4663,1,55,50.83,111.83
3905,27,57400.0,241,19.02,0.498,4,0.3643,1,55,48.45,107.17
3906,90,84100.0,67,31.96,0.448,1,0.4709,0,95,57.38,83.03
3907,28,52500.0,591,18.99,0.66,13,0.4399,1,55,52.93,110.13
3908,37,30000.0,22,15.74,2.727,2,0.1819,0,95,184.46,177.81
3909,37,56300.0,758,14.9,0.752,19,0.5149,1,55,30.33,80.98
3910,30,54600.0,651,20.09,0.783,17,0.4712,1,55,76.6,123.03
3911,78,36200.0,591,10.31,0.711,14,0.3446,0,55,8.85,2.38
3912,90,70500.0,512,26.33,0.762,13,0.5257,0,55,73.65,74.64
3913,47,30000.0,832,7.08,0.721,20,0.3786,0,55,15.95,11.31
3914,33,53300.0,923,13.78,0.813,25,0.5477,1,55,31.75,100.11
3915,18,62700.0,204,11.26,0.588,4,0.384,0,55,25.16,33.97
3916,51,66200.0,1100,22.03,0.791,29,0.6746,1,55,69.29,132.93
3917,50,55400.0,232,16.19,0.259,2,0.3504,0,55,22.69,20.17
3918,44,61000.0,78,22.58,1.538,4,0.3382,1,95,144.57,248.71
3919,59,49300.0,1007,12.52,0.685,23,0.5492,0,55,35.69,45.92
3920,62,66600.0,89,22.65,0.337,1,0.3729,0,95,39.48,55.44
3921,60,67200.0,40,22.98,0.75,1,0.3622,0,95,74.1,68.69
3922,50,45100.0,1086,17.82,0.635,23,0.5479,1,55,42.66,97.78
3923,36,66800.0,21,20.17,1.429,1,0.3545,0,95,116.24,108.74
3924,66,72700.0,613,21.59,0.979,20,0.5702,0,55,79.46,105.85
3925,55,61500.0,1100,14.67,0.709,26,0.6487,0,55,31.8,29.78
3926,70,118800.0,467,22.44,0.321,5,0.7747,1,35,32.24,79.99
3927,68,64600.0,506,22.41,0.83,14,0.4875,1,55,62.41,118.98
3928,31,54300.0,364,16.3,0.495,6,0.3822,0,55,30.77,39.57
3929,31,51300.0,198,19.96,1.061,7,0.3185,0,55,66.33,66.18
3930,42,42000.0,111,24.05,0.541,2,0.2502,0,95,52.61,61.84
3931,37,75800.0,1100,19.08,0.736,27,0.7241,1,55,50.36,108.12
3932,68,53200.0,810,14.98,0.889,24,0.512,1,55,57.81,129.87
3933,61,54300.0,343,16.52,0.875,10,0.3761,0,55,56.04,59.1
3934,74,57500.0,42,18.82,0.714,1,0.3096,0,95,52.73,45.5
3935,62,45700.0,18,19.93,1.667,1,0.2456,0,95,133.31,138.49
3936,59,30000.0,131,14.36,0.229,1,0.203,0,95,8.26,8.35
3937,75,59300.0,93,29.29,3.226,10,0.3331,0,95,373.43,363.56
3938,63,84900.0,1100,24.84,0.682,25,0.7666,1,55,63.23,122.03
3939,56,69300.0,545,24.3,0.936,17,0.5285,1,55,89.98,138.81
3940,80,102800.0,47,25.24,0.638,1,0.579,1,75,59.96,132.6
3941,57,81200.0,975,27.24,0.646,21,0.7196,1,55,73.99,129.4
3942,50,75000.0,405,20.22,0.741,10,0.5201,0,55,45.77,25.5
3943,41,101700.0,207,22.03,0.58,4,0.6203,1,35,39.12,69.8
3944,67,65400.0,103,24.34,1.456,5,0.3701,1,95,156.86,261.1
3945,76,70500.0,717,20.29,0.837,20,0.5885,1,55,64.46,117.53
3946,54,64600.0,431,20.92,0.626,9,0.4642,1,55,44.27,80.25
3947,77,101800.0,76,30.18,0.395,1,0.5818,1,75,47.48,121.66
3948,22,58500.0,726,19.47,0.62,15,0.5185,0,55,54.42,59.25
3949,54,51200.0,1100,16.93,0.573,21,0.589,1,55,43.93,95.95
3950,54,77100.0,80,18.89,0.375,1,0.4323,1,95,22.35,114.69
3951,43,45500.0,242,22.13,0.744,6,0.2998,0,55,61.76,57.29
3952,90,83200.0,81,20.77,0.37,1,0.4697,1,95,28.07,129.28
3953,54,73500.0,916,20.77,0.622,19,0.6636,1,55,54.17,100.95
3954,48,59600.0,74,20.37,0.811,2,0.3295,0,95,66.44,71.91
3955,55,76900.0,80,22.95,0.375,1,0.431,0,95,27.09,24.41
3956,21,30000.0,930,19.57,0.742,23,0.4077,0,55,54.01,66.54
3957,42,65800.0,189,19.52,0.635,4,0.3977,0,55,47.46,42.61
3958,72,58700.0,1054,25.69,0.769,27,0.6194,1,55,90.88,134.77
3959,44,120000.0,26,26.76,1.154,1,0.6716,1,75,122.11,203.29
3960,41,65500.0,539,21.68,0.668,12,0.5033,0,55,84.4,89.33
3961,77,56900.0,489,17.62,0.429,7,0.4352,0,55,28.08,32.2
3962,78,40700.0,111,26.57,0.811,3,0.2442,0,95,72.73,81.19
3963,64,94200.0,27,22.38,1.111,1,0.5205,0,95,102.27,92.25
3964,47,56000.0,4,17.1,5.0,1,0.2919,0,95,350.38,342.49
3965,51,47600.0,721,17.71,0.999,24,0.45,1,55,74.57,142.77
3966,41,69300.0,1022,19.06,0.763,26,0.67,1,55,59.74,119.1
3967,38,75200.0,328,22.85,0.732,8,0.4973,0,55,63.87,59.31
3968,37,74700.0,173,27.35,1.04,6,0.4462,1,95,111.5,188.86
3969,44,63200.0,28,20.22,5.0,7,0.3364,1,95,385.78,468.34
3970,37,64700.0,269,20.63,0.781,7,0.4152,0,55,71.32,61.75
3971,28,64500.0,1100,18.53,0.573,21,0.6653,1,55,39.44,88.83
3972,59,72900.0,787,18.41,0.801,21,0.6234,1,55,68.16,126.21
3973,59,74700.0,317,21.69,0.473,5,0.4908,1,55,36.78,78.12
3974,84,93800.0,41,24.11,0.732,1,0.5224,0,95,70.17,64.89
3975,44,64000.0,370,25.47,1.135,14,0.4418,1,55,125.63,167.99
3976,60,48800.0,42,12.52,3.571,5,0.2658,0,95,189.52,185.31
3977,60,63000.0,858,26.72,0.664,19,0.5864,1,55,77.7,156.54
3978,51,80000.0,709,21.27,0.635,15,0.6415,1,55,39.06,105.95
3979,68,30100.0,698,15.26,0.774,18,0.3408,1,55,37.03,97.76
3980,68,30200.0,3,9.21,5.0,1,0.1791,0,95,189.81,184.59
3981,61,85500.0,85,25.63,0.706,2,0.4851,1,95,66.79,151.02
3982,51,96100.0,710,19.61,0.676,16,0.7269,1,55,53.62,107.75
3983,49,37200.0,304,17.45,0.592,6,0.2738,0,55,42.98,27.45
3984,32,62500.0,390,20.75,0.462,6,0.4388,0,55,40.4,46.88
3985,41,53800.0,159,16.44,1.132,6,0.3214,1,95,65.99,159.01
3986,44,57300.0,583,8.27,0.926,18,0.4666,1,55,38.81,93.54
3987,36,67600.0,329,30.94,0.729,8,0.4511,0,55,86.03,69.38
3988,62,39200.0,434,10.61,0.76,11,0.3177,0,55,36.97,37.47
3989,75,45700.0,214,18.22,0.981,7,0.2935,0,55,69.84,67.45
3990,40,55700.0,123,14.71,0.732,3,0.3218,0,95,58.44,48.87
3991,60,62900.0,7,24.68,5.0,5,0.329,0,95,505.19,507.43
3992,37,37800.0,27,13.77,1.111,1,0.2132,0,95,78.25,74.26
3993,50,80600.0,68,18.33,1.765,4,0.4498,1,95,142.63,240.58
3994,43,53800.0,17,21.05,1.765,1,0.2841,0,95,147.54,153.72
3995,65,58100.0,609,12.36,0.591,12,0.4796,1,55,24.95,69.1
3996,43,68500.0,514,18.21,1.167,20,0.514,0,55,75.92,76.99
3997,72,65700.0,135,23.31,2.444,11,0.3812,0,95,230.01,230.89
3998,51,81800.0,343,29.8,0.7,8,0.5425,0,55,83.63,96.07
3999,44,43200.0,310,11.67,0.871,9,0.3057,1,55,40.31,103.72
4000,34,31500.0,867,11.67,0.692,20,0.3977,1,55,25.67,77.19
4001,59,59300.0,48,20.66,0.625,1,0.3207,0,95,54.54,50.28
4002,70,69300.0,1100,10.41,0.655,24,0.6911,0,55,24.22,25.72
4003,60,39900.0,7,22.77,4.286,1,0.2178,0,95,386.51,375.27
4004,90,42900.0,524,11.44,1.088,19,0.3632,0,55,51.1,41.36
4005,79,73600.0,41,18.85,0.732,1,0.3996,1,95,54.57,144.89
4006,50,48100.0,599,18.52,0.751,15,0.4158,1,55,44.22,75.41
4007,50,33500.0,90,15.28,0.333,1,0.2087,0,95,14.05,4.15
4008,63,86900.0,152,18.22,0.789,4,0.5145,1,95,61.76,153.44
4009,41,48900.0,947,25.94,0.602,19,0.5282,0,55,62.08,89.64
4010,75,93100.0,533,11.09,0.619,11,0.6648,1,55,11.92,60.48
4011,61,66800.0,400,14.41,0.45,6,0.4681,0,55,31.53,38.13
4012,59,72000.0,474,17.62,1.013,16,0.5231,1,55,71.0,124.02
4013,67,63000.0,258,14.7,0.116,1,0.4018,0,55,0.0,4.4
4014,84,30000.0,101,20.6,0.297,1,0.197,0,95,19.12,8.3
4015,58,41700.0,1098,7.96,0.574,21,0.5309,0,55,19.6,4.14
4016,53,62000.0,923,27.09,0.65,20,0.5999,1,55,52.76,121.54
4017,81,77900.0,725,20.29,0.703,17,0.6341,0,55,60.42,47.12
4018,71,30600.0,246,7.79,1.098,9,0.2297,0,55,42.11,56.94
4019,50,62900.0,457,8.93,0.722,11,0.4619,1,55,32.91,84.2
4020,55,41400.0,49,15.13,0.612,1,0.2333,0,95,46.27,38.0
4021,58,70500.0,170,17.07,0.882,5,0.4199,1,95,53.98,143.82
4022,61,65800.0,122,21.05,0.492,2,0.3779,1,95,49.7,160.72
4023,32,76000.0,392,19.15,1.301,17,0.5222,0,55,101.84,94.85
4024,29,82200.0,23,27.11,1.304,1,0.4457,0,95,134.72,130.9
4025,40,71600.0,192,20.03,0.938,6,0.4333,1,55,78.89,143.64
4026,39,79900.0,142,19.87,1.268,6,0.4684,0,95,104.27,109.01
4027,44,55400.0,97,23.18,0.309,1,0.3132,0,95,40.97,61.75
4028,66,120000.0,421,29.14,0.784,11,0.7698,0,35,100.96,112.61
4029,52,38800.0,139,19.69,0.432,2,0.242,0,95,28.5,21.54
4030,58,54500.0,711,23.92,0.802,19,0.4892,0,55,79.46,92.49
4031,34,79700.0,62,20.49,0.968,2,0.4425,1,95,81.98,157.75
4032,47,79200.0,20,22.07,1.5,1,0.4266,0,95,134.43,142.13
4033,65,77200.0,135,25.8,0.222,1,0.4497,1,95,20.47,108.92
4034,65,81200.0,42,9.93,5.0,7,0.4454,1,95,212.64,313.59
4035,43,30000.0,76,13.99,1.579,4,0.1921,0,95,83.38,103.01
4036,58,99000.0,1044,23.73,0.603,21,0.8125,1,55,70.57,108.86
4037,90,67700.0,58,22.03,0.517,1,0.3702,0,95,34.16,43.39
4038,55,91200.0,35,19.67,0.857,1,0.5046,0,95,64.38,72.78
4039,43,30000.0,192,19.98,1.094,7,0.2155,1,55,93.55,155.15
4040,52,69800.0,85,16.78,0.706,2,0.3903,0,95,38.96,29.16
4041,57,53600.0,993,15.74,0.755,25,0.5709,0,55,41.65,40.76
4042,52,76400.0,941,18.14,0.67,21,0.6861,1,55,52.89,98.26
4043,54,71500.0,943,26.87,0.732,23,0.6601,0,55,64.85,69.15
4044,30,67700.0,682,9.73,0.836,19,0.5611,1,55,41.38,83.33
4045,39,39600.0,151,24.87,1.391,7,0.2485,0,95,150.21,145.83
4046,52,63200.0,166,26.85,1.265,7,0.3758,0,95,148.03,154.33
4047,52,60600.0,401,16.27,0.374,5,0.4307,1,55,26.94,74.62
4048,45,73400.0,71,26.14,0.423,1,0.4074,0,95,40.81,36.84
4049,52,85200.0,150,23.43,1.0,5,0.5034,0,95,90.82,81.76
4050,56,68400.0,88,28.52,0.341,1,0.383,1,95,41.2,138.77
4051,70,41200.0,347,20.93,0.346,4,0.305,0,55,30.0,28.63
4052,53,66900.0,513,31.0,0.526,9,0.5039,1,55,62.18,109.86
4053,62,120000.0,140,20.19,1.714,8,0.7021,1,75,151.09,219.79
4054,46,97800.0,17,25.63,1.765,1,0.5395,0,95,178.98,180.56
4055,65,30000.0,178,5.88,0.843,5,0.2126,0,95,31.33,20.74
4056,61,67500.0,188,17.53,0.638,4,0.4075,1,55,45.54,100.09
4057,70,87600.0,1100,34.39,0.736,27,0.7782,1,55,101.55,156.88
4058,67,63600.0,197,21.88,0.609,4,0.3872,1,55,57.44,114.01
4059,65,57300.0,68,23.52,1.765,4,0.3155,0,95,170.09,164.79
4060,53,59000.0,115,21.42,0.783,3,0.3375,1,95,65.93,166.98
4061,59,77400.0,479,23.86,0.626,10,0.5576,1,55,64.26,128.88
4062,73,44500.0,394,14.06,0.761,10,0.3354,0,55,48.3,54.77
4063,44,87800.0,649,19.63,0.555,12,0.6679,0,55,56.8,58.9
4064,44,61600.0,187,16.49,0.963,6,0.3727,0,55,64.09,49.83
4065,58,46000.0,677,3.25,0.665,15,0.4269,1,55,2.4,74.15
4066,62,90000.0,253,23.09,0.474,4,0.5647,0,55,38.36,38.94
4067,41,30000.0,804,15.7,0.821,22,0.3705,0,55,70.5,73.62
4068,54,53100.0,1014,14.87,0.71,24,0.5743,1,55,27.19,75.14
4069,53,52600.0,1100,17.24,0.709,26,0.5973,0,55,39.37,37.23
4070,18,102600.0,109,28.02,1.651,6,0.5965,0,75,185.25,197.05
4071,51,49800.0,35,21.89,0.857,1,0.2689,1,95,70.12,172.94
4072,52,30000.0,61,8.51,1.475,3,0.1892,0,95,56.76,53.65
4073,52,52200.0,1100,13.86,0.818,30,0.595,0,55,51.2,66.48
4074,79,79400.0,158,25.67,1.329,7,0.4703,1,95,132.18,217.09
4075,34,77300.0,42,24.54,5.0,8,0.4219,0,95,502.83,486.02
4076,41,110000.0,162,33.22,0.37,2,0.6545,0,75,40.34,21.05
4077,18,87100.0,223,29.58,0.404,3,0.5378,0,55,41.9,49.85
4078,47,67300.0,1100,32.17,0.818,30,0.6805,0,55,117.84,110.88
4079,48,44900.0,254,15.27,1.063,9,0.2998,1,55,54.48,108.08
4080,46,97300.0,234,32.49,0.385,3,0.6025,1,55,52.81,118.75
4081,74,61100.0,354,14.56,0.847,10,0.4194,0,55,61.88,65.16
4082,70,54200.0,89,30.1,3.371,10,0.3047,0,95,385.07,373.21
4083,56,56400.0,162,20.73,0.741,4,0.3363,0,95,58.74,74.98
4084,49,37500.0,1100,18.34,0.818,30,0.5057,1,55,67.59,119.68
4085,72,58600.0,460,23.74,1.043,16,0.4367,0,55,96.88,96.25
4086,55,60100.0,178,12.24,2.022,12,0.3615,0,95,99.47,92.34
4087,41,77500.0,558,16.25,0.806,15,0.5823,1,55,53.89,97.74
4088,26,51100.0,42,18.24,3.571,5,0.277,0,95,263.04,265.35
4089,47,36800.0,674,17.25,0.623,14,0.3718,0,55,36.54,22.13
4090,68,33900.0,380,25.5,0.789,10,0.2765,0,55,86.61,85.78
4091,90,76400.0,1046,16.71,0.717,25,0.7135,1,55,49.96,120.82
4092,56,66700.0,15,27.71,2.0,1,0.3522,0,95,212.51,220.02
4093,42,50800.0,242,16.29,0.124,1,0.3278,0,55,4.35,6.38
4094,35,51200.0,245,16.28,0.857,7,0.3308,0,55,44.5,33.52
4095,64,75000.0,1100,20.43,0.791,29,0.7202,0,55,66.35,65.74
4096,25,88200.0,1015,21.7,0.65,22,0.7621,1,55,60.35,107.38
4097,64,50400.0,489,19.99,1.043,17,0.3964,0,55,85.1,99.52
4098,69,69700.0,249,18.48,0.361,3,0.4392,1,55,31.08,81.34
4099,62,86500.0,232,15.92,0.905,7,0.5369,1,55,58.7,105.84
4100,51,47900.0,406,15.85,0.665,9,0.3577,0,55,48.26,46.08
4101,65,66700.0,131,22.29,0.916,4,0.3858,1,95,80.65,167.83
4102,58,64800.0,307,12.71,0.977,10,0.4273,0,55,55.29,57.64
4103,42,34900.0,516,18.14,0.872,15,0.3169,1,55,52.99,126.2
4104,86,74700.0,331,27.11,0.906,10,0.4952,0,55,87.07,87.14
4105,49,64500.0,325,27.07,0.923,10,0.431,1,55,100.64,146.41
4106,68,79300.0,187,23.58,0.16,1,0.4787,1,55,20.57,73.99
4107,18,32700.0,131,5.88,1.603,7,0.2139,1,95,35.49,117.78
4108,77,69600.0,136,23.68,0.221,1,0.4043,0,95,26.04,54.77
4109,80,99000.0,505,29.69,0.713,12,0.6889,1,55,87.15,160.16
4110,56,108800.0,404,22.84,0.668,9,0.7131,1,35,44.64,92.11
4111,64,93700.0,110,23.69,1.091,4,0.5432,1,95,121.97,224.48
4112,64,42100.0,437,18.73,0.618,9,0.3342,1,55,36.23,89.58
4113,44,72300.0,346,29.78,0.694,8,0.4851,0,55,75.11,73.68
4114,64,56700.0,5,17.23,5.0,5,0.2957,0,95,353.8,351.59
4115,41,68200.0,154,24.69,0.195,1,0.4014,1,95,19.42,138.18
4116,45,46800.0,229,18.6,0.786,6,0.3031,0,55,52.34,50.41
4117,74,32800.0,178,15.92,0.169,1,0.2243,0,95,7.01,1.36
4118,72,61200.0,1100,25.83,0.818,30,0.647,1,55,77.47,131.43
4119,43,77800.0,166,17.51,0.361,2,0.463,1,95,18.88,119.05
4120,43,68600.0,355,21.44,0.761,9,0.4652,0,55,71.58,36.75
4121,44,71300.0,490,20.83,0.49,8,0.5237,0,55,36.84,40.78
4122,67,71900.0,842,13.25,0.891,25,0.6337,1,55,38.68,68.25
4123,38,70100.0,253,26.68,0.83,7,0.4429,1,55,82.5,152.22
4124,61,77300.0,21,25.74,1.429,1,0.4155,0,95,145.89,128.65
4125,68,61800.0,250,19.44,1.08,9,0.3923,0,55,77.99,69.96
4126,53,66300.0,716,18.64,0.587,14,0.563,0,55,41.3,22.13
4127,72,105000.0,25,25.75,1.2,1,0.5855,0,75,126.38,144.39
4128,50,67000.0,569,23.59,0.791,15,0.5219,1,55,70.79,125.67
4129,51,65100.0,272,20.03,0.221,2,0.4185,1,55,10.83,88.09
4130,38,63800.0,348,16.23,0.345,4,0.4338,0,55,16.82,36.7
4131,72,63800.0,40,16.98,0.75,1,0.3431,1,95,62.08,169.57
4132,42,53300.0,136,17.93,0.221,1,0.3125,1,95,33.25,114.23
4133,61,70600.0,87,15.93,0.345,1,0.3956,1,95,22.35,119.01
4134,54,54200.0,95,19.8,1.263,4,0.3063,0,95,105.83,119.49
4135,37,58300.0,775,14.78,0.852,22,0.5324,1,55,42.85,101.74
4136,45,46400.0,179,12.19,1.676,10,0.2881,0,95,77.0,73.3
4137,79,72100.0,614,36.78,0.733,15,0.5669,1,55,111.44,169.95
4138,58,77900.0,1100,31.38,0.764,28,0.7343,1,55,76.99,136.47
4139,38,57100.0,147,19.28,0.816,4,0.336,1,95,69.11,149.34
4140,60,30000.0,264,18.76,0.909,8,0.2311,0,55,63.69,58.03
4141,53,77000.0,1054,26.65,0.797,28,0.7186,1,55,76.34,137.87
4142,90,74500.0,817,20.8,0.845,23,0.6413,0,55,73.41,82.15
4143,60,45100.0,219,18.18,1.096,8,0.2917,0,55,91.24,93.67
4144,49,80000.0,303,20.69,0.891,9,0.5191,1,55,71.24,122.16
4145,79,40400.0,822,22.34,0.912,25,0.4374,0,55,83.83,81.91
4146,24,80800.0,471,28.47,0.764,12,0.5757,1,55,90.63,138.09
4147,57,64200.0,37,27.44,0.811,1,0.3444,0,95,90.94,89.89
4148,89,30000.0,1100,15.83,0.709,26,0.4597,1,55,36.92,100.42
4149,53,68300.0,203,31.08,0.739,5,0.4168,0,55,93.66,117.94
4150,26,50700.0,101,17.22,0.297,1,0.2899,0,95,21.93,9.89
4151,48,51900.0,714,28.02,0.672,16,0.4742,0,55,53.48,66.15
4152,80,54500.0,438,15.86,0.548,8,0.4054,0,55,41.63,45.45
4153,61,63500.0,467,13.04,0.835,13,0.4687,0,55,31.52,15.51
4154,41,52000.0,423,27.94,0.851,12,0.3862,1,55,96.13,150.16
4155,43,30000.0,56,17.8,0.536,1,0.1883,0,95,50.31,48.49
4156,45,89700.0,97,26.05,0.309,1,0.5146,1,95,30.25,125.23
4157,61,61100.0,915,17.36,0.918,28,0.5922,1,55,55.38,120.85
4158,78,54200.0,1100,13.9,0.791,29,0.6068,1,55,48.45,123.2
4159,73,44900.0,41,12.98,1.463,2,0.2472,0,95,87.17,100.12
4160,63,82800.0,481,23.11,0.624,10,0.5907,1,55,48.81,105.94
4161,32,33100.0,350,14.21,0.857,10,0.2652,1,55,29.83,88.07
4162,32,63200.0,36,9.78,0.833,1,0.3386,1,95,42.05,157.84
4163,64,54500.0,480,26.64,0.625,10,0.4181,0,55,73.43,62.85
4164,32,49400.0,334,15.31,0.629,7,0.3457,0,55,41.6,54.02
4165,51,41000.0,178,22.34,0.506,3,0.2614,0,95,30.82,19.34
4166,60,53000.0,631,14.42,0.523,11,0.4552,1,55,34.95,74.69
4167,36,61400.0,1100,19.98,0.655,24,0.6481,1,55,60.62,121.93
4168,38,66500.0,841,24.84,0.713,20,0.602,1,55,88.09,126.52
4169,53,48100.0,1100,21.39,0.682,25,0.5704,0,55,56.1,52.17
