customer_id,age,income,tenure_days,avg_spend,purchase_frequency,total_transactions,true_propensity,treatment,true_uplift,baseline_spend,outcome,predicted_cate
3169,39,63000.0,571,19.03,0.788,15,0.4979,0,55,60.65,59.78,54.47030359785073
3170,35,54500.0,61,15.55,0.492,1,0.2989,1,95,41.91,120.82,94.80544674903757
3171,73,91500.0,414,19.56,0.725,10,0.6218,1,55,57.07,120.45,54.23861306928362
3172,67,55500.0,34,23.38,1.765,2,0.2971,1,95,158.84,268.51,96.00030221630253
3173,72,75300.0,347,22.48,0.605,7,0.5039,0,55,65.5,75.23,54.342917549759164
3174,56,82400.0,157,25.9,0.955,5,0.4884,0,95,101.33,99.64,93.57409939352839
3175,68,36500.0,91,18.21,2.308,7,0.2213,1,95,169.1,267.98,91.09185546936112
3176,25,43300.0,110,23.54,1.636,6,0.256,0,95,153.4,160.39,94.9115559590121
3177,70,69100.0,188,22.64,0.798,5,0.417,0,55,72.95,78.68,53.885869285779634
3178,58,78800.0,523,25.94,0.803,14,0.5795,1,55,75.86,143.17,53.572864739689436
3179,66,97000.0,346,25.39,0.607,7,0.6337,0,55,60.42,69.85,50.66227142828537
3180,61,61700.0,274,14.52,0.547,5,0.3989,0,55,29.45,23.66,54.48685488993901
3181,38,55000.0,915,17.12,0.59,18,0.5555,1,55,42.69,97.95,54.833296056059
3182,30,41700.0,314,19.2,0.86,9,0.299,0,55,74.41,69.36,54.34956855705318
3183,43,69500.0,1100,23.81,0.818,30,0.6921,0,55,85.06,86.68,54.75061796363427
3184,65,60800.0,4,26.38,5.0,1,0.3169,1,95,531.12,607.43,94.18086305862765
3185,67,61600.0,34,16.94,0.882,1,0.3293,0,95,45.41,64.69,95.95553496711709
3186,32,58400.0,466,19.89,0.773,12,0.4373,0,55,57.45,49.65,53.94439522540597
3187,38,73200.0,122,20.33,1.721,7,0.4216,1,95,124.81,214.67,95.97444204046981
3188,43,50800.0,259,25.74,1.042,9,0.3325,1,55,115.37,171.2,55.222153650646106
3189,49,47600.0,27,19.02,1.111,1,0.2565,0,95,82.99,69.22,94.93783123538
3190,32,69500.0,88,22.4,2.727,8,0.3894,1,95,242.59,334.24,86.32313590960055
3191,31,30000.0,518,14.32,1.216,21,0.2919,0,55,63.6,65.28,54.74164189976098
3192,41,49500.0,72,16.3,0.417,1,0.2765,0,95,36.73,53.22,94.41932901159218
3193,56,41000.0,348,8.91,0.69,8,0.3042,0,55,24.84,26.26,54.11821419429913
3194,35,86300.0,725,16.64,0.828,20,0.6806,0,55,53.63,49.57,54.3922152933472
3195,53,55300.0,449,19.19,0.535,8,0.4135,1,55,41.5,85.24,54.3693189638296
3196,73,56800.0,231,18.79,1.039,8,0.358,0,55,79.14,100.52,55.5159129664719
3197,33,59600.0,3,19.86,5.0,1,0.3102,1,95,395.55,491.32,93.16992017174674
3198,51,51700.0,636,22.46,0.802,17,0.4488,0,55,81.58,82.41,54.07435009326309
3199,72,59900.0,34,19.45,0.882,1,0.3202,0,95,78.07,64.36,95.73384678067102
3200,48,65600.0,153,18.1,0.196,1,0.3859,1,95,14.37,114.62,95.24739753336704
3201,45,54100.0,207,17.07,0.145,1,0.3362,0,55,3.11,0.0,55.451769188971994
3202,75,60000.0,300,20.22,1.2,12,0.3966,1,55,99.1,168.82,55.23113040936068
3203,50,42800.0,100,14.52,1.5,5,0.2513,1,95,81.79,181.44,94.50157319387851
3204,74,44600.0,1100,22.01,0.818,30,0.5492,0,55,82.87,84.12,54.275209912694805
3205,62,67700.0,348,20.1,0.862,10,0.4575,1,55,81.3,123.08,54.353635594101114
3206,49,70200.0,588,21.79,0.408,8,0.5473,0,55,40.76,39.78,54.05645796853578
3207,63,36600.0,1100,11.41,0.682,25,0.5002,1,55,21.28,74.14,55.037241181854505
3208,60,82000.0,100,27.62,0.6,2,0.4682,1,95,62.0,158.23,94.61629030642375
3209,72,84400.0,335,29.85,0.448,5,0.5559,1,55,51.33,86.63,53.66212151689101
3210,46,83700.0,150,15.74,0.2,1,0.4942,1,95,5.31,91.21,94.3190043131281
3211,56,71500.0,382,22.73,0.55,7,0.4914,1,55,47.02,97.06,53.86510301422424
3212,54,78200.0,17,21.19,1.765,1,0.4197,0,95,150.9,155.91,95.65951078618455
3213,67,113300.0,9,28.42,3.333,1,0.6294,1,75,382.56,438.25,91.8038100608938
3214,38,55300.0,238,20.56,1.134,9,0.3515,0,55,103.01,116.82,54.730551093435636
3215,72,46400.0,92,5.79,2.609,8,0.2664,1,95,59.7,167.12,91.79754205434634
3216,63,34400.0,128,18.96,1.172,5,0.2204,0,95,85.93,75.99,95.04205132195754
3217,33,97500.0,13,30.19,2.308,1,0.5364,1,95,267.86,387.55,94.4119386956729
3218,76,106300.0,526,32.07,1.084,19,0.7312,0,35,141.28,143.67,46.363710758944514
3219,90,52600.0,1060,13.17,0.623,22,0.5853,0,55,28.65,27.56,55.14198658135139
3220,72,53100.0,293,17.81,0.102,1,0.3548,1,55,5.05,65.99,55.6929594786258
3221,79,63000.0,390,16.76,0.538,7,0.4419,0,55,31.0,35.18,54.66818457524186
3222,56,90900.0,229,14.06,1.048,8,0.5628,1,55,54.09,110.27,54.998314250295664
3223,27,32400.0,223,11.76,0.807,6,0.2325,0,55,43.16,32.31,54.52537175996811
3224,24,30000.0,238,9.08,0.378,3,0.2254,1,55,12.73,63.36,54.62373837818496
3225,59,111300.0,97,28.37,0.309,1,0.6433,1,75,47.02,125.59,94.6544593534016
3226,45,69600.0,207,12.28,0.145,1,0.4258,1,55,0.0,63.34,55.3102873638239
3227,39,71300.0,140,15.8,0.214,1,0.4156,1,95,22.99,132.38,95.3677606403617
3228,54,60500.0,558,16.48,1.022,19,0.4785,1,55,62.89,113.31,55.54481599993089
3229,65,76800.0,397,25.37,0.68,9,0.5286,1,55,68.02,123.82,54.056942472106556
3230,30,30000.0,264,28.39,1.364,12,0.2311,0,55,158.31,151.71,54.52420955341113
3231,47,45700.0,64,18.37,0.469,1,0.2563,0,95,42.14,53.07,94.60327157643667
3232,81,72400.0,296,15.7,0.912,9,0.4702,0,55,65.26,62.15,54.88282705667591
3233,37,30000.0,6,11.1,5.0,1,0.1789,0,95,229.83,223.95,98.72515747542262
3234,70,61600.0,284,22.53,1.056,10,0.4013,0,55,92.97,93.59,55.43435190900467
3235,47,55800.0,108,11.64,0.833,3,0.3182,0,95,52.75,36.02,95.72185823331203
3236,64,60400.0,92,24.54,1.63,5,0.3388,0,95,164.39,169.8,95.72939556808763
3237,74,57200.0,147,19.95,1.02,5,0.3365,0,95,57.32,54.22,94.91527060561654
3238,68,46700.0,92,16.38,0.326,1,0.2678,0,95,21.3,48.97,94.3006688769002
3239,70,30000.0,128,6.08,1.172,5,0.2023,0,95,25.13,18.95,96.86054655524399
3240,35,64000.0,140,24.2,0.643,3,0.3728,0,95,59.41,56.74,95.50194093094777
3241,74,62500.0,542,15.57,0.609,11,0.4858,1,55,42.7,107.87,55.70601281378739
3242,41,33300.0,82,15.76,1.463,4,0.2062,0,95,94.36,102.18,94.66165652413724
3243,59,67100.0,362,19.28,0.994,12,0.4582,0,55,70.93,81.29,55.40762535668721
3244,59,59600.0,664,11.02,0.678,15,0.5059,1,55,41.59,93.79,55.468838621118195
3245,63,56900.0,450,17.38,0.667,10,0.4233,0,55,35.77,24.3,54.46441368847246
3246,61,30000.0,1076,8.45,0.641,23,0.4522,1,55,10.52,92.21,54.97726814480568
3247,41,76500.0,301,18.21,0.199,2,0.4969,1,55,5.49,65.65,55.450782112615265
3248,32,34500.0,1100,17.34,0.736,27,0.4873,1,55,54.28,111.54,54.66446726434593
3249,70,69300.0,133,23.91,1.353,6,0.4017,1,95,132.02,235.08,95.86835362036646
3250,58,48600.0,247,17.2,0.486,4,0.3174,1,55,26.62,68.59,53.92561776677415
3251,75,60800.0,1056,14.7,0.881,31,0.6321,1,55,46.72,97.16,54.67717506695848
3252,54,89000.0,14,20.11,2.143,1,0.4845,1,95,172.03,256.6,94.53003597702798
3253,31,71400.0,57,17.39,0.526,1,0.3914,1,95,27.72,124.39,96.13020221764633
3254,71,91900.0,12,13.1,2.5,1,0.5017,0,95,137.07,123.29,86.91154645796095
3255,49,70700.0,1100,20.97,0.818,30,0.6984,1,55,80.82,142.56,54.94782921548673
3256,61,74500.0,362,12.84,0.497,6,0.5036,0,55,23.79,35.62,53.94114246040181
3257,44,30000.0,5,14.88,5.0,1,0.1788,0,95,300.05,311.52,93.68401585595439
3258,83,63900.0,25,12.29,1.2,1,0.3394,1,95,59.54,158.95,96.4427438389036
3259,40,57300.0,199,12.56,0.452,3,0.3517,0,55,33.33,35.25,54.008391649113506
3260,49,89500.0,366,26.77,0.738,9,0.5959,0,55,94.23,90.05,53.60599829034665
3261,57,54800.0,149,18.34,0.604,3,0.324,0,95,41.13,45.62,93.94432344394906
3262,36,66800.0,334,10.6,1.078,12,0.4477,0,55,45.65,44.55,54.43911154279754
3263,61,70900.0,351,17.84,0.769,9,0.4781,0,55,61.42,42.73,54.19217082148116
3264,82,94700.0,676,25.51,0.843,19,0.7114,1,55,88.46,137.29,53.790533594343614
3265,47,60600.0,243,15.99,0.864,7,0.3833,0,55,47.65,55.57,54.69642673162127
3266,62,83800.0,20,20.85,5.0,5,0.4545,1,95,402.21,485.95,93.34809549349849
3267,18,30000.0,52,15.72,0.577,1,0.1875,1,95,31.19,114.73,94.08527573436344
3268,54,30900.0,161,14.86,0.559,3,0.2127,1,95,35.53,128.54,93.79335195054233
3269,50,30000.0,304,9.54,0.987,10,0.24,0,55,34.19,12.51,55.373349142608916
3270,41,78700.0,413,21.92,0.654,9,0.5452,1,55,48.59,110.88,53.420749154166046
3271,73,82700.0,846,20.97,0.816,23,0.694,0,55,63.49,69.9,53.08224300646771
3272,49,82600.0,612,31.01,1.078,22,0.6283,0,55,148.04,157.52,53.47436113711861
3273,52,50200.0,111,17.01,0.27,1,0.2899,0,95,9.03,11.24,94.17468823396831
3274,49,52000.0,907,18.47,0.893,27,0.5348,1,55,63.14,109.61,54.2231059860362
3275,22,55900.0,1031,19.68,0.698,24,0.5962,1,55,50.5,93.2,54.724017980811475
3276,36,91500.0,41,22.11,3.659,5,0.5083,1,95,338.94,439.44,85.50890100627291
3277,71,103800.0,530,21.97,0.849,15,0.72,0,35,62.51,69.67,45.80674895958012
3278,19,74500.0,69,23.47,1.739,4,0.4133,0,95,156.66,145.49,96.15269619852893
3279,42,69400.0,950,22.75,0.726,23,0.6504,0,55,66.27,53.76,54.59375619567105
3280,48,91600.0,215,34.15,0.698,5,0.5627,1,55,96.38,151.19,53.56516447391672
3281,85,65600.0,176,23.55,0.341,2,0.3927,0,95,40.79,42.15,94.90025429743258
3282,68,59400.0,100,22.71,0.9,3,0.3355,0,95,89.6,98.94,95.21330083688412
3283,46,60500.0,293,22.66,0.717,7,0.3975,0,55,59.05,65.68,54.00070136504493
3284,77,48800.0,220,13.87,0.818,6,0.3112,0,55,47.58,46.78,54.43287598748335
3285,42,58700.0,254,12.52,0.236,2,0.3755,0,55,10.13,20.48,55.521131164624336
3286,72,44900.0,690,11.72,0.739,17,0.4242,0,55,30.68,27.18,55.91517603654761
3287,32,81900.0,58,25.72,2.586,5,0.4546,1,95,273.87,365.79,86.3753015658521
3288,73,80000.0,129,29.11,1.395,6,0.465,1,95,164.16,267.65,94.88092661352546
3289,48,93600.0,237,27.71,0.759,6,0.5815,1,55,96.58,161.15,53.613255097440316
3290,38,30000.0,280,13.67,1.607,15,0.2346,1,55,91.37,156.21,54.8724735676704
3291,51,104100.0,102,34.0,0.294,1,0.6032,1,75,47.1,120.3,94.74644004301095
3292,60,33000.0,201,12.73,0.746,5,0.2302,0,55,15.97,16.68,54.21049788055713
3293,47,38200.0,540,9.99,0.5,9,0.3414,0,55,20.4,11.74,54.908736370407205
3294,64,53800.0,1100,19.33,0.709,26,0.6044,0,55,57.99,66.99,54.76126743027522
3295,45,90500.0,6,30.03,5.0,6,0.4912,1,95,604.51,693.59,96.96805804326252
3296,66,71900.0,1100,16.57,0.709,26,0.7046,0,55,59.08,39.11,55.12731803014005
3297,63,61500.0,129,10.7,0.233,1,0.3554,0,95,14.64,10.23,97.54250955229503
3298,54,48200.0,253,17.42,1.067,9,0.3168,1,55,64.38,110.82,54.976533624001355
3299,47,34500.0,454,19.03,0.859,13,0.2984,1,55,69.43,97.36,54.42762398146624
3300,58,89400.0,584,8.59,0.873,17,0.6587,0,55,36.43,30.7,54.38996207630839
3301,64,83600.0,1100,27.43,0.736,27,0.7608,0,55,75.61,83.44,53.29324934150492
3302,90,100400.0,1100,18.23,0.655,24,0.8278,1,35,44.21,83.35,51.769088145076665
3303,71,76500.0,60,25.1,0.5,1,0.4226,1,95,56.24,155.36,94.3875943572288
3304,72,30000.0,71,4.52,1.268,3,0.1911,0,95,22.7,36.96,97.06381594677875
3305,90,45900.0,368,9.51,0.734,9,0.3359,1,55,36.43,85.65,54.537278575111834
3306,64,76600.0,83,24.58,1.084,3,0.4302,1,95,107.83,191.38,94.80887040475017
3307,63,58800.0,546,24.9,0.659,12,0.4644,0,55,47.95,52.89,54.88719306265602
3308,67,55700.0,1100,18.31,0.791,29,0.6155,1,55,58.18,116.75,54.563227904240804
3309,38,38400.0,87,27.74,0.69,2,0.2286,0,95,73.16,60.5,95.8801811774265
3310,47,83300.0,58,17.38,0.517,1,0.4632,0,95,40.66,38.89,94.87420158873472
3311,46,72800.0,181,15.74,0.829,5,0.4372,0,55,55.37,60.75,55.15675909371502
3312,66,77700.0,444,20.14,0.676,10,0.5487,0,55,46.71,49.46,53.91481828324816
3313,52,51100.0,1100,15.92,0.791,29,0.5884,0,55,51.75,59.07,54.638836051849395
3314,57,69100.0,98,21.78,1.531,5,0.3901,1,95,137.46,225.74,96.60865751051486
3315,73,40500.0,284,12.36,0.951,9,0.2851,0,55,50.36,36.18,55.669637114253916
3316,70,65300.0,826,22.63,0.581,16,0.5904,1,55,60.2,106.07,55.16098459194597
3317,52,30000.0,442,17.22,0.543,8,0.2727,1,55,29.02,92.66,54.59949547209343
3318,44,30000.0,712,22.57,0.674,16,0.3442,1,55,59.4,124.75,55.10249439549326
3319,74,62000.0,366,16.85,0.574,7,0.4285,0,55,20.66,18.98,54.668665575187596
3320,68,117500.0,47,29.31,0.638,1,0.6638,0,75,84.04,99.16,94.74801251261577
3321,28,30000.0,430,17.53,0.977,14,0.2698,0,55,69.28,67.66,55.41352706535457
3322,50,37900.0,81,15.65,1.481,4,0.2252,0,95,91.82,86.69,94.6193828986458
3323,58,70200.0,1100,19.47,0.709,26,0.6958,0,55,54.19,40.08,55.20461756295291
3324,68,104800.0,326,15.4,0.92,10,0.6715,0,35,60.51,59.76,46.138064465579966
3325,70,72200.0,76,21.25,1.184,3,0.4017,1,95,108.97,214.57,96.07714895030524
3326,60,80700.0,572,25.08,0.734,14,0.6055,1,55,71.31,138.99,53.91138255172444
3327,65,59900.0,577,18.7,0.936,18,0.4807,0,55,73.29,83.98,55.46933513605585
3328,56,54500.0,584,14.26,0.668,13,0.4498,0,55,41.29,46.28,55.017803159469
3329,44,64500.0,435,11.28,0.759,11,0.4649,0,55,16.66,32.63,54.14361757462366
3330,51,50400.0,604,19.83,0.596,12,0.4311,0,55,41.61,31.92,55.06204250108661
3331,55,80200.0,699,22.2,0.601,14,0.6397,0,55,56.85,68.7,54.53889712065967
3332,54,31100.0,615,21.61,0.537,11,0.3234,1,55,56.29,114.1,54.52926280629495
3333,23,77300.0,712,14.35,0.632,15,0.6269,0,55,47.15,49.26,54.759170270046305
3334,48,64400.0,30,17.31,1.0,1,0.3436,1,95,59.44,140.21,96.50781586521805
3335,56,60700.0,41,12.5,0.732,1,0.3264,0,95,44.6,48.01,95.83485290253847
3336,50,30000.0,916,19.63,0.721,22,0.4035,0,55,64.88,76.42,54.42915501866409
3337,51,43600.0,564,22.74,0.691,13,0.3789,1,55,66.16,99.87,54.310214710206495
3338,63,91800.0,576,33.38,1.042,20,0.6696,1,55,122.97,185.92,54.221625166805175
3339,37,57000.0,234,21.16,0.256,2,0.36,0,55,17.37,0.0,55.24357301333965
3340,27,65200.0,58,23.73,0.517,1,0.356,0,95,49.94,35.77,96.16432342320755
3341,49,45300.0,807,18.98,0.669,18,0.4626,1,55,48.9,102.96,54.76679047559718
3342,68,67000.0,521,22.92,0.749,13,0.507,0,55,51.32,67.15,54.896813543833936
3343,84,42000.0,786,16.55,0.802,21,0.436,0,55,51.0,49.72,55.294720324988944
3344,68,69700.0,893,23.55,0.806,24,0.6358,1,55,68.48,128.18,54.19368480304554
3345,30,67800.0,208,30.87,1.154,8,0.4153,1,55,147.22,193.12,54.16407264065855
3346,51,70900.0,1100,21.73,0.736,27,0.6994,0,55,67.81,65.87,54.65424791025214
3347,59,46800.0,130,17.14,0.462,2,0.2777,0,95,35.86,35.31,93.86407987431352
3348,58,58400.0,210,19.75,1.429,10,0.361,0,55,109.94,126.23,54.75118689028678
3349,64,78100.0,597,20.97,0.352,7,0.5976,0,55,29.69,22.22,54.40199849778391
3350,39,57400.0,424,19.84,0.778,11,0.4185,1,55,61.07,109.48,53.99965969897023
3351,56,59200.0,69,17.97,1.304,3,0.3259,0,95,101.04,111.81,95.70422369334662
3352,62,106400.0,62,31.68,3.387,7,0.6049,1,75,424.93,497.47,91.93590673673114
3353,69,47800.0,597,22.39,0.503,10,0.4134,1,55,38.99,95.12,54.74520358125765
3354,41,84900.0,231,33.56,0.649,5,0.5268,0,55,94.81,99.17,53.52028291440417
3355,49,39600.0,297,15.82,0.303,3,0.2839,0,55,25.74,19.38,55.94856686776065
3356,18,71400.0,35,22.15,0.857,1,0.3849,0,95,79.66,59.13,96.5367540082466
3357,44,77700.0,1100,22.89,0.736,27,0.7334,1,55,80.02,145.77,54.22392706833212
3358,46,52500.0,31,18.87,2.903,3,0.2811,0,95,235.83,236.99,86.23432014260979
3359,38,36000.0,75,21.05,2.0,5,0.2158,0,95,178.25,165.48,94.92142118302209
3360,58,30000.0,38,6.38,0.789,1,0.1849,0,95,14.16,21.94,96.57084853944481
3361,54,51900.0,75,20.09,1.6,4,0.2893,1,95,135.22,250.32,95.33758047806552
3362,18,68700.0,53,30.28,0.566,1,0.3745,0,95,69.44,81.36,95.29039524653555
3363,59,43200.0,93,23.29,1.29,4,0.2515,1,95,115.68,231.49,95.11076627940734
3364,39,63800.0,410,25.81,1.024,14,0.4529,0,55,99.79,87.51,55.23685661845875
3365,63,35600.0,145,19.55,0.621,3,0.2292,0,95,50.72,53.21,94.2924161789695
3366,33,55700.0,180,15.38,1.333,8,0.3375,1,55,88.54,147.09,57.09630021383617
3367,56,41100.0,17,12.42,1.765,1,0.225,0,95,98.72,97.55,95.10924473624344
3368,50,62400.0,413,15.65,0.872,12,0.4453,0,55,59.98,56.7,54.1028515174801
3369,60,55500.0,971,12.63,0.834,27,0.5757,1,55,46.73,72.13,54.567319782929516
3370,57,40400.0,567,20.79,0.899,17,0.3614,0,55,73.11,90.04,54.34746040854188
3371,51,50400.0,130,24.9,0.231,1,0.2958,0,95,24.74,8.57,94.14949736799899
3372,29,40200.0,362,18.2,0.663,8,0.3038,1,55,36.31,100.34,54.05620616878294
3373,30,32400.0,548,18.88,0.821,15,0.3122,1,55,66.52,121.63,54.696069605223414
3374,45,85700.0,502,24.32,0.837,14,0.614,1,55,84.88,139.57,53.729460358791926
3375,55,57400.0,661,21.45,0.772,17,0.4915,0,55,81.55,79.5,54.38497978667634
3376,45,30000.0,26,3.91,5.0,5,0.1826,0,95,77.88,79.87,98.63975919849291
3377,66,54100.0,657,19.69,0.594,13,0.47,1,55,56.31,117.72,55.88031164693689
3378,50,83200.0,255,20.35,0.706,6,0.5238,1,55,53.67,118.19,53.743113487811314
3379,39,45800.0,98,16.67,0.306,1,0.265,0,95,33.98,32.72,94.087837120593
3380,50,95500.0,593,25.45,0.86,17,0.6939,1,55,99.14,142.09,52.66068885918728
3381,59,47800.0,381,13.59,0.866,11,0.3501,1,55,56.13,98.73,53.91996263219306
3382,61,76800.0,1100,16.14,1.036,38,0.729,1,55,67.37,132.76,54.82429969343091
3383,87,93200.0,257,20.25,1.167,10,0.5851,1,55,92.75,145.04,54.63872454118434
3384,44,72300.0,1100,13.6,0.764,28,0.7066,1,55,38.59,83.35,54.870711764207535
3385,54,35900.0,168,9.61,0.893,5,0.2356,0,95,26.55,19.13,96.09934910225032
3386,62,46600.0,26,11.9,1.154,1,0.2516,0,95,58.67,57.73,95.73958861891614
3387,55,89600.0,872,16.26,0.757,22,0.7351,1,55,47.25,89.41,53.09559243690775
3388,46,46300.0,668,19.59,0.808,18,0.4259,0,55,66.38,66.06,54.822974106908305
3389,29,80300.0,1100,17.54,0.6,22,0.7457,1,55,43.45,110.99,54.08053148234005
3390,46,54200.0,301,8.81,0.797,8,0.3633,0,55,19.5,18.31,54.405607485661236
3391,37,64400.0,481,17.65,0.748,12,0.4785,1,55,61.3,98.62,54.136186614534346
3392,26,30100.0,19,8.95,5.0,6,0.1817,0,95,179.77,188.45,98.63975919849291
3393,41,49400.0,1100,24.71,0.736,27,0.5782,1,55,79.64,145.75,54.32903832330147
3394,37,43000.0,30,17.11,1.0,1,0.2362,0,95,59.12,70.75,94.09645836551724
3395,65,71700.0,474,13.4,0.823,13,0.5212,1,55,38.0,93.59,54.13764446269535
3396,65,69000.0,48,23.19,0.625,1,0.3748,0,95,54.84,78.15,95.96225053302004
3397,40,71700.0,1100,21.18,0.736,27,0.7035,0,55,64.3,71.66,54.73496325720245
3398,51,53900.0,1100,16.89,0.655,24,0.605,1,55,43.42,128.32,54.92769660251054
3399,23,39100.0,51,23.74,0.588,1,0.2238,0,95,66.75,80.27,94.29928573753448
3400,47,67200.0,55,15.2,0.545,1,0.3665,1,95,41.41,148.4,96.21617695598835
3401,62,44800.0,110,21.9,0.545,2,0.2631,1,95,41.89,130.67,94.19524692037388
3402,69,90400.0,1071,21.51,0.812,29,0.7838,1,55,93.43,138.95,53.65346707675149
3403,43,60200.0,111,18.94,0.27,1,0.343,0,95,19.78,20.93,94.27783688604616
3404,73,61800.0,359,15.52,0.669,8,0.4251,0,55,51.86,49.94,54.49086378837013
3405,29,69500.0,380,16.99,0.868,11,0.4785,0,55,56.71,51.34,53.56893024203398
3406,34,59200.0,8,16.7,3.75,1,0.3095,0,95,255.5,254.2,84.86457534792319
3407,67,32600.0,72,5.39,4.167,10,0.2014,0,95,97.44,95.46,93.0125905006189
3408,83,48300.0,329,18.98,0.821,9,0.3382,1,55,50.3,98.89,54.48942208284593
3409,63,88800.0,112,23.89,0.268,1,0.5138,1,95,39.59,141.16,93.51651792035264
3410,54,66600.0,99,12.5,0.303,1,0.3758,1,95,8.9,96.38,95.94423097197465
3411,18,30000.0,16,17.8,1.875,1,0.1808,0,95,130.71,130.28,95.26975877591305
3412,21,65600.0,131,27.13,0.229,1,0.3794,0,95,20.01,7.87,94.59102523285216
3413,57,53700.0,178,14.73,1.011,6,0.326,0,95,55.03,56.03,92.17749022083993
3414,49,45400.0,15,12.89,2.0,1,0.2435,0,95,98.96,100.97,94.90217150244632
3415,36,37200.0,336,21.15,0.625,7,0.2818,0,55,43.32,33.71,53.87127174050486
3416,56,86200.0,238,24.95,1.134,9,0.5369,0,55,119.26,119.97,54.2539959885044
3417,57,30000.0,57,13.82,0.526,1,0.1885,0,95,30.0,29.02,94.45104075580122
3418,71,50600.0,409,21.66,0.88,12,0.374,0,55,75.14,70.53,54.55970072206862
3419,57,67900.0,608,21.56,0.493,10,0.5395,1,55,50.65,101.13,54.291233124832445
3420,76,102300.0,296,32.49,0.608,6,0.6494,0,35,93.15,97.63,45.67111913593005
3421,55,76600.0,82,21.41,0.366,1,0.4298,0,95,18.86,19.15,94.93886807076522
3422,53,46800.0,409,19.15,0.807,11,0.3524,0,55,74.8,84.38,53.84898231018842
3423,73,100700.0,419,30.6,0.501,7,0.6748,0,35,61.14,50.77,45.702811264631784
3424,38,33100.0,42,2.73,5.0,7,0.1974,0,95,43.79,41.92,98.63975919849291
3425,90,77600.0,70,27.31,0.429,1,0.4322,0,95,50.17,44.02,94.51589701297624
3426,61,76400.0,7,18.93,5.0,4,0.4059,1,95,377.66,473.27,93.42466026236707
3427,61,47700.0,57,19.65,2.105,4,0.2641,0,95,172.34,175.03,94.8829526386591
3428,64,81400.0,87,30.53,1.034,3,0.4605,1,95,127.44,210.62,95.10576662000125
3429,87,60600.0,218,17.56,0.826,6,0.3759,0,55,60.87,66.8,54.53105467777245
3430,68,82200.0,1100,20.05,0.9,33,0.7545,0,55,68.7,90.33,53.750781815174356
3431,28,30000.0,100,14.23,3.0,10,0.1968,0,95,162.53,164.24,86.04415133597848
3432,79,76800.0,301,14.26,0.698,7,0.4988,0,55,45.75,37.07,54.406420091125106
3433,49,55100.0,612,29.26,0.784,16,0.4622,1,55,87.56,139.64,53.73124620695799
3434,57,89500.0,1,23.21,5.0,1,0.4835,0,95,467.42,464.18,93.48889350769032
3435,33,59700.0,765,27.18,0.627,16,0.5379,0,55,80.05,73.38,54.59278375369355
3436,64,93000.0,132,22.28,1.136,5,0.5457,1,95,99.96,202.19,93.79684020320889
3437,44,73500.0,339,21.2,0.796,9,0.4903,0,55,73.1,54.87,53.5999917693512
3438,57,62700.0,841,24.13,0.571,16,0.5794,0,55,54.87,57.59,54.62780135286018
3439,50,80500.0,77,16.56,1.169,3,0.452,0,95,74.52,87.42,95.02570204580083
3440,88,88300.0,167,22.73,0.898,5,0.5278,1,95,69.15,176.41,93.71374464744939
3441,89,81700.0,27,26.79,1.111,1,0.4439,1,95,118.74,223.98,94.23196890765378
3442,56,30000.0,419,13.43,0.573,8,0.2671,0,55,29.47,22.87,54.48578094916225
3443,56,44600.0,292,14.27,0.925,9,0.3082,0,55,45.83,60.41,54.85759046308053
3444,49,92900.0,294,29.51,1.224,12,0.5945,1,55,128.2,186.87,54.10847797886678
3445,74,42400.0,245,23.37,0.857,7,0.2848,0,55,66.75,80.98,54.41523102756988
3446,49,82300.0,60,30.15,2.0,4,0.4577,1,95,255.48,361.3,94.9240791657795
3447,48,78400.0,83,18.39,0.361,1,0.441,1,95,26.86,125.0,95.00645739769902
3448,72,53200.0,657,15.08,0.685,15,0.4645,1,55,29.83,82.38,55.70276456382945
3449,46,30000.0,301,12.14,0.897,9,0.2393,1,55,38.74,117.38,54.9499583392487
3450,54,52900.0,731,21.53,0.575,14,0.4856,0,55,49.6,31.8,55.05219988359467
3451,28,103200.0,181,19.5,0.829,5,0.6213,1,35,68.25,101.52,47.45729454343594
3452,67,49300.0,933,11.69,0.804,25,0.5263,0,55,35.73,21.68,54.6223732250125
3453,88,54900.0,280,14.66,0.75,7,0.3613,0,55,60.15,61.32,54.58378468455956
3454,67,46500.0,189,12.28,0.952,6,0.2911,0,55,63.31,66.88,55.02910131457312
3455,80,95500.0,171,28.75,0.702,4,0.5728,1,95,83.79,172.36,94.72755797126494
3456,41,57100.0,421,22.65,0.641,9,0.4158,1,55,55.14,104.47,54.143892830718784
3457,59,52700.0,8,15.5,3.75,1,0.2764,0,95,235.56,222.35,84.98797763227716
3458,39,91500.0,422,22.76,0.711,10,0.6242,0,55,54.1,58.62,53.494707611162916
3459,51,76400.0,29,8.76,5.0,5,0.4126,0,95,183.2,178.53,98.35242557612173
3460,68,48300.0,504,14.96,0.952,16,0.3886,1,55,58.34,117.57,55.838381242224244
3461,57,39700.0,1100,22.17,0.709,26,0.5192,1,55,53.22,102.98,54.514937421923875
3462,31,84500.0,150,20.12,0.6,3,0.4991,1,95,43.61,141.09,94.02147591270653
3463,33,61000.0,267,13.69,0.562,5,0.3927,0,55,35.36,42.76,54.15878182089383
3464,32,30000.0,1002,21.38,0.719,24,0.4295,0,55,48.17,52.95,54.42402911235863
