gender,age,person,became_member_on,income,treatment,outcome,discount_attributed_spend,tenure_days,total_transactions,avg_spend,purchase_frequency,is_missing_demographics
F,61,ff0c71628d3f4a4099062a36431452fe,2016-10-25,64000.0,1,334.08,166.39000000000001,639,19.0,17.583157894736843,0.892,False
F,63,7a9c803dd43c4bafaabed460b7325961,2016-04-20,67000.0,1,147.47,0.0,827,8.0,18.43375,0.29,False
M,28,173eddd1c93340e0a8e7f8ef010831e8,2018-06-26,33000.0,1,78.3,50.76,30,11.0,7.118181818181818,11.0,False
F,53,87945e8bfd1c46d69cfb85c2030616db,2017-02-18,100000.0,1,264.49,189.08,523,10.0,26.449,0.574,False
M,38,abd6e8f0ea7d4f0f877e1683213dabb9,2015-12-04,45000.0,1,53.0,0.0,965,6.0,8.833333333333334,0.187,False
M,42,2eccae70cd904a3dacec70a38016cb8c,2014-12-10,60000.0,1,0.0,0.0,1324,0.0,0.0,0.0,False
F,60,86511f2423364a9899c14ac91b712d75,2017-09-03,62000.0,1,43.8,0.0,326,3.0,14.6,0.276,False
M,33,f64f9645524f493d83956f3211bb4c2d,2017-11-03,58000.0,1,20.9,1.27,265,6.0,3.483333333333333,0.679,False
M,30,0fda2dbf2fc047ffb6910ca2134cbdd3,2016-08-24,59000.0,1,157.81,41.69,701,11.0,14.346363636363636,0.471,False
M,37,b316218434574dc2a8693484569649b9,2016-01-04,51000.0,1,176.43,108.41,934,13.0,13.571538461538463,0.418,False
M,34,669f556d7fb7408cb8fb0a5cdd7012fa,2014-10-21,71000.0,1,64.28,8.48,1374,16.0,4.0175,0.349,False
F,40,b1537b2303774725ada56027d9dc7287,2013-10-08,56000.0,1,66.34,3.77,1752,18.0,3.6855555555555557,0.308,False
M,83,de647c886acc4a89bbe7d7e2115284d8,2016-06-08,66000.0,1,139.09,98.65,778,9.0,15.454444444444444,0.347,False
M,51,2bbe19e5b04c487a859834b30845f4c8,2017-04-16,96000.0,1,219.34,30.98,466,9.0,24.371111111111112,0.579,False
M,31,a96c28c4640949ddb38db4c7498f337f,2018-05-15,56000.0,1,96.04,90.4,72,6.0,16.006666666666668,2.5,False
M,36,b2606c0b4f054d3782c03c887b17d104,2018-01-28,63000.0,1,20.82,9.33,179,9.0,2.3133333333333335,1.508,False
F,67,084afe9e774d4e54b5ccaf786cd29f67,2016-08-20,52000.0,1,93.49,0.0,705,8.0,11.68625,0.34,False
F,46,2a7830d1ce83474487c2c8f8d7355f4b,2015-05-06,75000.0,1,89.42999999999999,76.64,1177,3.0,29.81,0.076,False
M,51,2524958e4c684e508ec5c42e5600ec20,2015-08-16,64000.0,0,63.9,0.0,1075,4.0,15.975,0.112,False
F,52,fa17d9127d314ea993ccf3e355448cac,2016-02-16,80000.0,1,151.4,68.28,891,7.0,21.62857142857143,0.236,False
M,70,504290d601394e6e8125490580594eaa,2018-05-07,45000.0,1,101.11,35.839999999999996,80,7.0,14.444285714285714,2.625,False
M,75,a4e1b4bbba3c4934acd3a9c6f149b972,2016-11-25,97000.0,1,213.35000000000002,194.39,608,7.0,30.47857142857143,0.345,False
O,43,301fd1800ffd4897aed469da5705e223,2017-07-18,70000.0,0,187.22,0.0,373,12.0,15.601666666666667,0.965,False
F,34,7fa4dff92dce46e1bf9bbc1fb7074a3d,2016-09-07,35000.0,1,142.13,62.61,687,16.0,8.883125,0.699,False
F,38,f0954d1f55444d6aba231d732be8ebdc,2017-11-16,58000.0,1,170.01,103.03999999999999,252,10.0,17.000999999999998,1.19,False
M,44,b4703f75abe14b4d9a073c9675d4c0cf,2015-12-05,62000.0,1,163.15,8.1,964,9.0,18.12777777777778,0.28,False
M,70,fb5bce7437f545ee92972d463917923e,2018-05-29,55000.0,1,33.53,17.549999999999997,58,9.0,3.7255555555555557,4.655,False
M,45,cc3a69551fd3464eac2ce0310e010398,2017-07-09,65000.0,1,106.32,27.56,382,22.0,4.832727272727272,1.728,False
M,56,8ed32223c4524896905fcdcc875e55f5,2017-08-15,72000.0,1,8.79,2.15,345,6.0,1.4649999999999999,0.522,False
F,59,ac1fa6dad6284be5bee99d94a353e688,2016-02-09,88000.0,1,187.73,52.42,898,9.0,20.858888888888888,0.301,False
F,28,a0c805c115194eb9ae7bca089b5b9f58,2017-12-12,58000.0,1,308.59,153.03,226,21.0,14.694761904761904,2.788,False
M,76,44c9de00cece4d7bbbd50fc8f0858131,2018-06-17,68000.0,1,7.300000000000001,0.0,39,3.0,2.4333333333333336,2.308,False
M,66,b4eac94dc2614f178f435e82d6038382,2018-01-15,58000.0,1,131.29999999999998,101.17999999999999,192,9.0,14.588888888888887,1.406,False
F,42,4ffaeb221c214a6285349fe755d811d3,2016-07-09,35000.0,1,30.01,0.79,747,17.0,1.765294117647059,0.683,False
M,41,2e09ec8fe20b4e2db9fc1c2022dcd3d7,2018-01-08,41000.0,1,52.81,20.95,199,18.0,2.933888888888889,2.714,False
M,30,848b8e9245f240b18d39ca69fc481c5a,2013-09-26,33000.0,1,68.02,4.91,1764,17.0,4.001176470588235,0.289,False
M,24,2ca5b62f17e14ed5ad31fa4d94a2c16e,2017-12-15,62000.0,1,9.780000000000001,7.35,223,4.0,2.4450000000000003,0.538,False
M,60,8c14daeddfbe41c4bc574cfc6acdf2ff,2017-09-21,40000.0,1,72.05,32.75,308,8.0,9.00625,0.779,False
F,52,815a706d3ee74c0d83f66c1967221f2a,2016-07-27,50000.0,1,38.25,0.0,729,3.0,12.75,0.123,False
M,83,96ff10bb46a949eb8bc3960edce0cb2e,2018-05-02,81000.0,1,82.27000000000001,51.290000000000006,85,4.0,20.567500000000003,1.412,False
M,58,277be19fac5f4e9bb5baeb665cc55873,2018-06-12,85000.0,1,677.19,0.0,44,5.0,135.43800000000002,3.409,False
M,48,79a9aee9ab64434999e6b2c134bc799d,2017-02-22,75000.0,1,166.89,48.83,519,10.0,16.689,0.578,False
F,58,00c2f812f4604c8893152a5c6572030e,2018-06-30,102000.0,1,124.09,24.21,26,5.0,24.818,5.0,False
M,55,74852352b3b04438afc82dfe09e4e960,2014-12-13,52000.0,1,62.08,12.37,1321,6.0,10.346666666666666,0.136,False
F,81,ffc60f10c2444740bc2049712bbffe17,2018-05-04,65000.0,0,19.92,0.0,83,4.0,4.98,1.446,False
F,59,54acb0dd3f7c4dcc981afe7080a2f7da,2017-09-12,98000.0,1,155.03,21.05,317,6.0,25.838333333333335,0.568,False
M,61,b914d62e1a024a63817296ee8edb84f5,2014-05-25,57000.0,1,57.97,11.18,1523,21.0,2.7604761904761905,0.414,False
M,48,e5f9566e11e740f5b61d9ca8802e13b8,2016-07-29,59000.0,0,52.19,0.0,727,14.0,3.7278571428571428,0.578,False
M,19,f72327395f2e4332a539ab5c18700ac9,2015-03-12,59000.0,1,68.09,0.0,1232,20.0,3.4045,0.487,False
M,56,c7a18c63b4b34941a338c0c76eeb1e87,2015-09-26,97000.0,1,196.25,0.0,1034,9.0,21.805555555555557,0.261,False
M,67,1cb7a63568154dbf9ef628c3aafad253,2018-02-22,82000.0,1,93.72,60.95,154,4.0,23.43,0.779,False
M,62,6338c7b7d2df459babc678a80ff57721,2014-04-19,78000.0,1,69.6,48.24,1559,3.0,23.2,0.058,False
F,77,597ce4eaeba1442b97d0f910bba0b5b8,2016-04-14,117000.0,0,146.07,0.0,833,6.0,24.345,0.216,False
M,74,526e671b8ab44f2a89501e24c8f37f31,2016-09-26,112000.0,0,163.31,0.0,668,6.0,27.218333333333334,0.269,False
F,84,56c0519eb78d404e8648e0b634648b77,2016-05-20,83000.0,0,190.86,0.0,797,7.0,27.26571428571429,0.263,False
M,86,b534789609ae405a9023d098f40d4d40,2017-10-08,90000.0,0,53.43,0.0,291,2.0,26.715,0.206,False
M,47,cfe28bb92b1e47cc974e151f16eb07bf,2018-05-01,50000.0,0,13.42,0.0,86,2.0,6.71,0.698,False
F,76,4e755b41845349b4bc3c2ae60902ee13,2016-10-27,66000.0,1,261.26,183.3,637,12.0,21.771666666666665,0.565,False
M,79,6e12730af9b847d78306af690de456c9,2017-08-02,54000.0,1,6.6499999999999995,3.67,358,5.0,1.3299999999999998,0.419,False
M,65,1dda4872e30d4539adee5a507065bf3e,2017-02-20,59000.0,1,311.24,0.0,521,20.0,15.562000000000001,1.152,False
M,31,eb21d0838df54a55b85814108393903f,2018-01-20,69000.0,0,11.46,0.0,187,5.0,2.2920000000000003,0.802,False
M,72,2f7a17a522474ba7ab3acf8c0bad2c62,2018-06-14,54000.0,1,130.01,0.0,42,10.0,13.001,7.143,False
M,19,ee08742adb554cd28ca83ebc7dd0b45c,2017-09-25,70000.0,1,23.21,7.08,304,7.0,3.315714285714286,0.691,False
F,87,b72f515d427a4f9881af4a3ff1f1181e,2014-06-25,37000.0,1,20.05,0.0,1492,9.0,2.227777777777778,0.181,False
M,32,0dcdc92ac2c74dacb1e53bb046398cec,2018-04-11,63000.0,1,193.32,81.17,106,12.0,16.11,3.396,False
M,44,46564e7141b0463e91a502e825c861ca,2017-09-21,46000.0,1,23.93,0.0,308,5.0,4.786,0.487,False
F,40,90889f5331094214b9e2b3baea2c4f4d,2018-02-11,75000.0,1,70.87,9.8,165,3.0,23.623333333333335,0.545,False
F,51,daabbe6246ef4472a2a579a3b246b43c,2017-11-25,41000.0,0,17.03,0.0,243,8.0,2.12875,0.988,False
M,26,1f40222bfa09464e96ad1a885beddba5,2015-01-06,50000.0,1,64.24,47.26,1297,16.0,4.015,0.37,False
M,47,1fee18e1122e4e8b9588e88a182695b7,2017-07-29,40000.0,1,46.559999999999995,0.0,362,4.0,11.639999999999999,0.331,False
M,51,3e7cfcff56634b7fb78b7eea015040f3,2017-10-21,69000.0,1,46.83,0.0,278,13.0,3.602307692307692,1.403,False
M,77,6289ff263b164a0a8bbb33b60247604f,2017-01-27,103000.0,0,282.06,0.0,545,10.0,28.206,0.55,False
M,31,a9bd819d62554b2896a0528040305ed3,2017-10-31,72000.0,1,117.33,0.0,268,6.0,19.555,0.672,False
M,36,9e2ba3d151564f86900754e6036febba,2016-03-07,72000.0,1,87.74,50.15,871,22.0,3.988181818181818,0.758,False
F,70,2de5d49cd5c740a39aa3637228ca39d9,2016-10-22,100000.0,1,270.38,145.05,642,10.0,27.038,0.467,False
M,54,93efe4b2acbc49ed9a8cd2b3c17d240b,2018-04-08,40000.0,1,17.55,1.6800000000000002,109,6.0,2.9250000000000003,1.651,False
M,18,73c5add7117c43b3b13a17cb05ae15ad,2016-07-11,41000.0,1,132.98,47.660000000000004,745,15.0,8.865333333333332,0.604,False
O,22,56c9a82c486c45f6bcc7e2944ff6a48d,2017-05-28,64000.0,1,217.78,0.0,424,13.0,16.752307692307692,0.92,False
F,72,512aa3fc65d14cbeb4dee9e6132a4139,2017-07-28,75000.0,1,34.22,34.22,363,1.0,34.22,0.083,False
F,80,2d59f307fcbf4f4dab5218893231e522,2017-12-12,82000.0,1,59.94,9.99,226,3.0,19.98,0.398,False
M,47,a015968612da43d7984d6316bd7a76b9,2018-02-01,63000.0,1,17.009999999999998,5.07,175,7.0,2.4299999999999997,1.2,False
F,59,8454b4952f6e45638023503445508a7a,2018-06-19,56000.0,1,7.0,0.0,37,3.0,2.3333333333333335,2.432,False
M,60,15a6fffc8d7b41c99d26209731abffb7,2017-11-05,66000.0,1,22.13,6.050000000000001,263,6.0,3.688333333333333,0.684,False
M,61,537d1682c42740218162e3bca53b9552,2014-09-28,98000.0,1,980.61,874.39,1397,9.0,108.95666666666666,0.193,False
M,27,110afab45a7f46d8be78a01b954ad3e7,2017-10-06,69000.0,1,14.67,13.68,293,3.0,4.89,0.307,False
F,60,27a46d6249d1469686d1a3ef57486d06,2016-12-14,88000.0,1,280.07,157.85,589,11.0,25.46090909090909,0.56,False
F,69,4e64f9ddfbe84c0e8c848d57af2e5c9d,2017-10-02,105000.0,1,252.56,146.17,297,9.0,28.06222222222222,0.909,False
M,62,0b4c43b9cba1408a91dbf48c44b8026a,2017-12-02,32000.0,1,16.07,0.0,236,6.0,2.6783333333333332,0.763,False
M,29,b8371fcbf9ad47ab9c1d49b1e678c887,2017-02-25,57000.0,1,132.1,12.86,516,9.0,14.677777777777777,0.523,False
M,84,558b5f855ed1445c85a65dd2e55e86e3,2018-06-12,32000.0,1,49.54,0.0,44,7.0,7.077142857142857,4.773,False
M,65,69b38766bae441d5a6f5ebb8304e7e58,2016-11-08,40000.0,1,103.74,0.0,625,8.0,12.9675,0.384,False
M,39,4a8175a1b299409596276f93dd55a199,2017-07-24,71000.0,1,69.04,0.0,367,5.0,13.808000000000002,0.409,False
M,24,9309298c2fd44fd68cc7d0eb1475e909,2017-05-24,65000.0,1,36.29,0.0,428,12.0,3.0241666666666664,0.841,False
F,62,89f9b9f794f34b34b0f1b6bceac07883,2016-04-13,84000.0,1,140.5,56.160000000000004,834,6.0,23.416666666666668,0.216,False
F,59,fa91970bac0b472481164da2c9b619f8,2017-09-05,57000.0,1,222.45,188.07,324,13.0,17.111538461538462,1.204,False
M,47,bc9320cc000741509180ead338d30ace,2018-04-18,46000.0,1,2.6100000000000003,0.0,99,2.0,1.3050000000000002,0.606,False
F,43,de0e17b726dc49e793471ec8b6b08b3e,2015-08-14,68000.0,1,172.63,89.57,1077,10.0,17.262999999999998,0.279,False
M,83,073e3ef64e344bc8891732b558582492,2017-12-05,71000.0,1,134.71,43.29,233,8.0,16.83875,1.03,False
F,49,2862b9171ce643b791ccfb527a9397e9,2018-06-02,94000.0,1,59.71,0.0,54,2.0,29.855,1.111,False
F,79,2b0e698462194cd787308c7e2a7a8bfd,2017-12-11,70000.0,1,98.1,0.0,227,4.0,24.525,0.529,False
F,58,6b36a1deee924d688236c11416854db0,2015-10-05,32000.0,1,104.64,86.27,1025,11.0,9.512727272727274,0.322,False
F,87,3269f677f2964ad482de5f00d866293a,2016-07-02,46000.0,1,150.49,0.0,754,13.0,11.576153846153847,0.517,False
M,67,0bb2879db8a0458fa7cb17280a54847f,2016-06-09,89000.0,1,150.42000000000002,51.89,777,6.0,25.070000000000004,0.232,False
M,29,839eddd85f264fad8df353f882f68585,2017-10-30,72000.0,1,9.72,1.02,269,4.0,2.43,0.446,False
F,40,73ec3a37053c4d5893efedf53e0473eb,2016-03-05,78000.0,1,254.49,39.42,873,12.0,21.2075,0.412,False
F,59,04cfc7c495c1419f9a316c2a9876af97,2016-06-05,49000.0,0,108.09,0.0,781,8.0,13.51125,0.307,False
M,55,a5d69a12107f4841af1a2def904a369a,2018-03-10,74000.0,1,26.15,23.75,138,7.0,3.7357142857142853,1.522,False
F,51,f15b7751efdf45fe9c4a4e08fc474744,2017-10-10,97000.0,1,123.42,51.230000000000004,289,6.0,20.57,0.623,False
F,71,26bfddab97dc45948c64ee63b7be2111,2016-07-14,86000.0,1,128.73,0.0,742,5.0,25.746,0.202,False
M,61,d14c0a51b98b4d1aa3d5ecaab5e31109,2013-08-25,33000.0,1,33.91,15.34,1796,13.0,2.608461538461538,0.217,False
M,21,b0956da2ffc44f25af5db38784932ca2,2017-09-18,46000.0,1,27.72,15.77,311,9.0,3.08,0.868,False
F,41,79db0317008e43eca747f2a25a2d2d87,2018-01-29,38000.0,1,15.129999999999999,1.06,178,5.0,3.026,0.843,False
F,50,baa162e4861e459cb33c45fb3b40bfc2,2018-03-12,91000.0,1,115.99,0.0,136,4.0,28.9975,0.882,False
F,30,ae0a87a45d9f4e52bfba3c8bacac464a,2016-05-09,54000.0,0,214.42,0.0,808,17.0,12.612941176470587,0.631,False
F,57,79e0e0838fb4443e8fcd50efd81c0648,2016-05-24,74000.0,1,112.27,71.56,793,6.0,18.711666666666666,0.227,False
M,48,d418e36088a244578a347901e4e9cb75,2014-02-16,42000.0,1,48.25,37.6,1621,18.0,2.6805555555555554,0.333,False
F,60,ebb7a9a6b45f4ba7b7600c651373ac4e,2016-05-06,93000.0,1,280.75,206.44,811,11.0,25.522727272727273,0.407,False
M,76,92e13d9868b4414ab1aa3fe67f210bf4,2017-02-22,64000.0,1,85.3,17.57,519,5.0,17.06,0.289,False
F,63,2ce9f318ad764a00b24c6a771ae0bf8b,2018-02-19,93000.0,1,97.25,28.93,157,5.0,19.45,0.955,False
F,64,d9ed9854be91409594f764483509d47e,2016-09-25,75000.0,1,210.07999999999998,127.91,669,10.0,21.008,0.448,False
M,31,4bc3176e2d9a444dbb4a8e91c2c957c3,2018-01-14,45000.0,1,15.24,1.16,193,7.0,2.177142857142857,1.088,False
F,65,5c0de6ba95024e6d8717f13e5beae19b,2017-09-11,83000.0,1,42.760000000000005,0.0,318,2.0,21.380000000000003,0.189,False
M,30,879be03973684f469619e086feba5b86,2018-06-01,67000.0,1,19.29,0.0,55,3.0,6.43,1.636,False
F,51,fcc67945354b4e64962526b38c646f25,2018-01-26,51000.0,1,134.31,9.82,181,9.0,14.923333333333334,1.492,False
M,77,680eaabd027747e88cf77ac89a978778,2017-10-02,75000.0,1,14.04,5.23,297,6.0,2.34,0.606,False
M,56,e7a5b052c2e54b1385c8ee7f799ef3cb,2015-07-27,82000.0,1,106.69,38.400000000000006,1095,5.0,21.338,0.137,False
F,49,edb6dacf387c4b31ab87fbccbf71d638,2017-01-25,44000.0,1,92.57,0.0,547,7.0,13.224285714285713,0.384,False
F,40,24bfa125f2ba493f9b5f7abacc83f796,2016-07-31,58000.0,1,240.27,118.07000000000001,725,16.0,15.016875,0.662,False
F,62,49589dc19aec449f813a3486fc004af3,2017-08-02,120000.0,1,263.68,238.69,358,10.0,26.368000000000002,0.838,False
M,64,05fc9b1280454d84a712d8cb763c7c79,2017-11-21,79000.0,1,185.72,96.12,247,11.0,16.883636363636363,1.336,False
F,76,eb1bb72548a04d08a5d473ef59594d10,2016-11-05,71000.0,1,142.43,15.23,628,7.0,20.34714285714286,0.334,False
F,79,c65820a4105d407ba225b0133cc52352,2018-02-07,67000.0,1,65.47,38.86,169,4.0,16.3675,0.71,False
F,21,07e7d74b98e9496eae8226d4af05f33b,2015-11-15,66000.0,1,270.43,60.21,984,18.0,15.023888888888889,0.549,False
F,80,528e528df85f418c912cd34d010b97d7,2017-03-01,116000.0,1,241.76999999999998,53.400000000000006,512,9.0,26.86333333333333,0.527,False
M,41,8da7dbbe9db544c994ef7ee31cfadd60,2016-11-25,58000.0,0,194.8,0.0,608,13.0,14.984615384615385,0.641,False
M,22,0d090272e52845acab67d8eaf8960366,2017-09-23,48000.0,1,62.3,50.3,306,4.0,15.575,0.392,False
F,65,3d4733dfe1cb4d50ae194572f801c31a,2017-09-29,84000.0,0,74.02,0.0,300,3.0,24.673333333333332,0.3,False
F,68,3d19526685174baa8bcc3e9a952cab18,2015-09-26,119000.0,1,241.67000000000002,194.06,1034,9.0,26.852222222222224,0.261,False
F,19,bb015ae912ef496fa9b5a84b7a032b01,2018-07-25,44000.0,1,30.330000000000002,7.45,1,12.0,2.5275000000000003,12.0,False
M,22,1f59796079a04371b380b2fbf2be6f73,2017-09-14,35000.0,1,11.45,0.0,315,3.0,3.8166666666666664,0.286,False
F,76,d245246470eb47fc8a7ac928f723c326,2016-11-22,32000.0,0,105.94999999999999,0.0,611,13.0,8.149999999999999,0.638,False
F,57,4e0c572ecc674f99bb14bfe96f5aa65d,2018-01-24,96000.0,1,120.48,15.66,183,6.0,20.080000000000002,0.984,False
F,60,f0b93802ded54d7f8695e27ed4009a42,2016-11-10,83000.0,0,56.23,0.0,623,2.0,28.115,0.096,False
F,90,db1dab29b45443319d6330c65af0627e,2017-08-11,66000.0,1,165.59,68.57000000000001,349,8.0,20.69875,0.688,False
M,27,dddc729f500040978fbb49bde7feb0f6,2018-02-22,57000.0,1,32.06,0.0,154,7.0,4.58,1.364,False
F,81,07e29d02d0074da28b430e1dc40cc1fc,2016-02-03,75000.0,1,133.54,79.85,904,8.0,16.6925,0.265,False
M,55,c6919440a74540db9e7bb7680821870c,2017-12-26,61000.0,1,73.1,23.3,212,18.0,4.061111111111111,2.547,False
F,25,de5a7b09cf5140c9a5b2827a7e04c808,2014-07-17,53000.0,1,67.4,37.019999999999996,1470,15.0,4.493333333333334,0.306,False
F,75,e4d195561e104c2fb5aec616c1a29f07,2016-12-20,56000.0,1,92.38,28.099999999999998,583,7.0,13.197142857142856,0.36,False
M,80,153572326a8340aca794bd6ff01b24c1,2018-04-08,96000.0,1,18.81,18.81,109,1.0,18.81,0.275,False
M,34,3bec59fe9dd4432fae040fc312570868,2017-12-18,42000.0,1,41.07,35.38,220,10.0,4.107,1.364,False
M,77,f52a06f0bda94025b6d9d8ed0b9d1c44,2017-12-12,49000.0,1,64.11,23.1,226,19.0,3.3742105263157893,2.522,False
F,43,e6d80d24c3a841d189c25fa2cd997b02,2015-09-04,60000.0,1,286.53,205.36,1056,18.0,15.918333333333331,0.511,False
M,41,6363b3defa2840238002a35b719010a7,2016-05-28,49000.0,1,197.37,56.75,789,15.0,13.158,0.57,False
F,74,687124db30ef49628aa8f13c2149397c,2015-12-12,92000.0,1,151.61,70.9,957,7.0,21.65857142857143,0.219,False
M,71,5a89064374c249dd8fea4bda91e88ec7,2017-06-29,57000.0,1,46.24,29.28,392,13.0,3.556923076923077,0.995,False
M,22,47dbd4e810d646e99061327ee0b066f5,2016-09-14,36000.0,1,38.36,12.39,680,14.0,2.7399999999999998,0.618,False
M,63,28a45a9bab2c4a4bb3160af39053318a,2018-04-11,43000.0,1,18.59,0.0,106,7.0,2.6557142857142857,1.981,False
F,80,6657deb028d34827be886ae482e96e19,2018-05-19,71000.0,1,51.14,17.79,68,3.0,17.046666666666667,1.324,False
F,60,99d795545dbb4837b7ed00644ffbd367,2016-02-20,57000.0,1,83.63,33.61,887,6.0,13.938333333333333,0.203,False
M,42,e564989384ef4ff3b3c46a9332ba486e,2017-09-27,58000.0,0,681.59,0.0,302,11.0,61.96272727272728,1.093,False
F,58,49d41439112e48d18d5119a99af8c3d7,2017-11-27,68000.0,1,200.8,85.5,241,13.0,15.446153846153846,1.618,False
M,70,2f88e87250a942f99f1b6f405fa5b8dc,2018-04-14,82000.0,1,70.88,8.82,103,4.0,17.72,1.165,False
M,30,dfccf30a388147ad870d22f9a1b77395,2014-07-06,43000.0,1,45.83,8.71,1481,20.0,2.2915,0.405,False
F,59,979a2fda285e4faf8d3cdb835c77bc95,2016-11-06,98000.0,1,370.59000000000003,0.0,627,13.0,28.50692307692308,0.622,False
M,47,612a181c5c1347f093acf67a78cee40e,2018-01-11,74000.0,1,11.34,3.86,196,2.0,5.67,0.306,False
M,39,7dbce81651b545a2960b635f7d85db4d,2017-08-18,65000.0,1,297.26,45.29,342,18.0,16.514444444444443,1.579,False
F,51,0ba6584a372247e68f0ddcbf98316a0a,2016-12-19,84000.0,1,202.1,141.31,584,9.0,22.455555555555556,0.462,False
F,41,b78e48b42f1b416e84504333ea442401,2018-06-23,57000.0,1,44.45,0.0,33,3.0,14.816666666666668,2.727,False
M,58,92a48c2edfba4764bf59bfe70023e461,2018-05-31,66000.0,1,177.47,25.88,56,12.0,14.789166666666667,6.429,False
M,53,4aa865cd6fa5422d9ccc35e534272912,2017-09-16,33000.0,1,41.79,16.689999999999998,313,15.0,2.786,1.438,False
M,53,02b6895b3cab4f79a116bddc1c70b5c3,2017-10-13,34000.0,1,47.81,16.77,286,16.0,2.988125,1.678,False
M,45,43926e6dd27749ceb73a1e851679aa66,2015-08-19,90000.0,1,292.51,125.86,1072,13.0,22.50076923076923,0.364,False
F,77,62c45627e26048fc9a0aadc842c91cd9,2017-01-20,37000.0,1,185.9,48.04,552,21.0,8.852380952380953,1.141,False
M,50,0efb3efdcd0d4d8296e1c47265b07660,2015-10-30,92000.0,1,176.6,0.0,1000,6.0,29.433333333333334,0.18,False
F,55,2a63c44715f44f728e0fb3b999b63e4d,2016-11-29,55000.0,1,100.94,63.41,604,8.0,12.6175,0.397,False
M,39,822184e755d342f0b4900a1f054d9de0,2017-12-08,50000.0,1,51.65,44.88,230,17.0,3.038235294117647,2.217,False
M,38,4c4638eb3825433f991261e052c148a3,2018-06-13,75000.0,1,0.0,0.0,43,0.0,0.0,0.0,False
M,79,1bca62faa50442dea56311a4988dd5c7,2013-12-06,58000.0,0,96.13,0.0,1693,7.0,13.732857142857142,0.124,False
M,55,50e16a4b452048809ff8d2703d01b5d4,2017-09-01,105000.0,1,171.28,0.0,328,5.0,34.256,0.457,False
M,24,d0e8e341348846b2af7879dedf4e3ff0,2017-12-27,50000.0,1,10.86,4.98,211,3.0,3.6199999999999997,0.427,False
M,22,9ed5a316ecd34a7ca6df0763afc5403d,2018-01-24,42000.0,1,94.77,24.25,183,11.0,8.615454545454545,1.803,False
M,50,78c662ecde44429da8ab2521a4a983c9,2016-07-03,72000.0,1,36.230000000000004,9.32,753,10.0,3.623,0.398,False
M,61,64c7b16c67474a048f835ee40800ff2f,2017-03-03,77000.0,1,170.34,38.82,510,9.0,18.926666666666666,0.529,False
M,64,ea9a6c23a601434c92072dfbc6483d57,2015-11-08,72000.0,1,254.29,182.43,991,14.0,18.163571428571426,0.424,False
M,90,8ed66913c59348ca9e5ff003863ff830,2018-05-30,57000.0,1,38.92,38.92,57,3.0,12.973333333333334,1.579,False
M,49,31aaa0fa063549759eed0d800c5a26bb,2018-01-31,51000.0,1,32.92,0.0,176,3.0,10.973333333333334,0.511,False
F,34,8912f2b9af0c488fb2045d7ca5f5dfb9,2017-09-22,56000.0,1,40.64,17.240000000000002,307,10.0,4.064,0.977,False
F,93,99c92d10054843c6af13efc3b4ecfef5,2016-06-09,74000.0,1,131.52,0.0,777,6.0,21.92,0.232,False
M,70,5f30c36ecf5f47eba13fad31c9e5eeb9,2016-09-19,46000.0,1,69.89,27.619999999999997,675,19.0,3.678421052631579,0.844,False
M,51,b3d8b6242a1943e78ff1ea93e2101fbe,2018-01-02,78000.0,1,244.36,196.79,205,13.0,18.79692307692308,1.902,False
M,54,89c2291ba9ca46be92016b8e0b17fca0,2016-05-08,89000.0,1,225.7,124.24,809,11.0,20.518181818181816,0.408,False
M,61,e6a312d8b3674fe5a955260fcfb4d105,2015-08-06,71000.0,0,70.64,0.0,1085,18.0,3.9244444444444446,0.498,False
F,53,75e2d1dcb1bf44499951000cfd50a88d,2016-11-30,110000.0,1,115.68,0.0,603,5.0,23.136000000000003,0.249,False
F,76,e88b9aaa938c446289fb909cffeaa255,2015-08-06,114000.0,1,397.49,332.02,1085,14.0,28.392142857142858,0.387,False
F,60,dd16b588daf146ec9706cfdd33008c28,2016-02-13,97000.0,1,198.02,71.14,894,8.0,24.7525,0.268,False
M,49,d21f399bbe124b3c978b2fe5767b3985,2017-11-17,79000.0,0,9.97,0.0,251,1.0,9.97,0.12,False
F,88,e890bdea6cf8419a8927a77ec30bebee,2017-08-21,63000.0,1,0.0,0.0,339,0.0,0.0,0.0,False
M,46,3de934a628584d3aad45781044acf062,2017-04-25,34000.0,1,85.65,15.39,457,12.0,7.1375,0.788,False
M,49,6a56c46485824ba798ded1a0aac96e02,2014-03-20,70000.0,1,52.19,39.339999999999996,1589,11.0,4.744545454545454,0.208,False
M,26,aadef7df1ce5421e9b2daaf3c0086f90,2017-09-07,72000.0,1,272.86,30.25,322,14.0,19.490000000000002,1.304,False
M,39,9ca1196e54194ca9bf1a4b1327715e9e,2016-10-07,59000.0,1,153.02,107.78,657,10.0,15.302000000000001,0.457,False
F,56,bc2480d214f045008a153f513e284279,2017-11-20,92000.0,1,88.78999999999999,88.78999999999999,248,3.0,29.596666666666664,0.363,False
F,54,94d6d078828f4c719c414ffb5d423eda,2017-05-13,73000.0,1,133.88,0.0,439,6.0,22.313333333333333,0.41,False
O,40,c8a9ac9eb63c43f9a9497c6d67b1a220,2017-07-30,88000.0,1,28.12,0.0,361,1.0,28.12,0.083,False
M,79,978f08557c534f12b34296dfcc0e07ba,2015-09-06,114000.0,1,394.28,166.78,1054,14.0,28.162857142857142,0.398,False
